Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	BioSampleModel	Bytes	Center Name	Collection_Date	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	geo_loc_name_country	geo_loc_name_country_continent	geo_loc_name	HOST	Instrument	Lat_Lon	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	Sample_Prefix	SRA Study	create_date	version
SRR5098533	AMPLICON	500	21972500	PRJNA356769	SAMN06126808	Metagenome or environmental	9303775	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415321	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161493313_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161493313_2_ITS2	161493313_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098534	AMPLICON	600	33612600	PRJNA356769	SAMN06126606	Metagenome or environmental	16599154	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415322	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159085930_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159085930_1_ITS2	159085930_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098535	AMPLICON	600	8804400	PRJNA356769	SAMN06126789	Metagenome or environmental	4660154	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415323	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161331472_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161331472_2_ITS2	161331472_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098536	AMPLICON	600	12768600	PRJNA356769	SAMN06126840	Metagenome or environmental	6937086	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415324	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	368533040_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	368533040_1_ITS2	368533040_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098537	AMPLICON	600	5236800	PRJNA356769	SAMN06126921	Metagenome or environmental	2832556	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415325	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	866653606_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	866653606_1_ITS2	866653606_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098538	AMPLICON	600	5577000	PRJNA356769	SAMN06126868	Metagenome or environmental	2862863	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"s3,ncbi,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415326	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	528503860_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	528503860_2_ITS2	528503860_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098539	AMPLICON	600	41928000	PRJNA356769	SAMN06126748	Metagenome or environmental	21106350	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415327	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160825720_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160825720_1_ITS2	160825720_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098540	AMPLICON	600	12646200	PRJNA356769	SAMN06126817	Metagenome or environmental	6391717	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415328	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	211857324_3_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	211857324_3_ITS2	211857324_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098541	AMPLICON	600	28833000	PRJNA356769	SAMN06126780	Metagenome or environmental	14585158	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"s3,gs,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415329	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161068481_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161068481_2_ITS2	161068481_2_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098542	AMPLICON	600	3614400	PRJNA356769	SAMN06126873	Metagenome or environmental	1960751	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,sra,run.zq"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415330	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	536137189_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	536137189_2_ITS2	536137189_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098543	AMPLICON	600	9945000	PRJNA356769	SAMN06126848	Metagenome or environmental	5345107	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"ncbi.public,s3.us-east-1,gs.US"	SRX2415331	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	414519462_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	414519462_1_ITS2	414519462_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098544	AMPLICON	600	21133800	PRJNA356769	SAMN06126581	Metagenome or environmental	9015753	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415332	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158702524_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158702524_2_ITS2	158702524_2_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098545	AMPLICON	600	1702200	PRJNA356769	SAMN06126710	Metagenome or environmental	967524	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415333	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160380657_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160380657_2_ITS2	160380657_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098546	AMPLICON	600	7878600	PRJNA356769	SAMN06126884	Metagenome or environmental	4053992	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"gs,s3,ncbi"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415334	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	630023501_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	630023501_2_ITS2	630023501_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098547	AMPLICON	600	397200	PRJNA356769	SAMN06126598	Metagenome or environmental	263548	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415335	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158944319_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158944319_2_ITS2	158944319_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098548	AMPLICON	600	25803000	PRJNA356769	SAMN06126701	Metagenome or environmental	13653043	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415336	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160319967_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160319967_1_ITS2	160319967_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098549	AMPLICON	600	27057000	PRJNA356769	SAMN06126902	Metagenome or environmental	13059670	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq"	"ncbi,gs,s3"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415337	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	788731474_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	788731474_1_ITS2	788731474_1_ITS2	SRP094940		
SRR5098550	AMPLICON	600	600	PRJNA356769	SAMN06126892	Metagenome or environmental	78268	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415338	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	650853796_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	650853796_3_ITS2	650853796_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098551	AMPLICON	600	3711000	PRJNA356769	SAMN06126576	Metagenome or environmental	1848590	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415339	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158479027_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158479027_1_ITS2	158479027_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098552	AMPLICON	545	39241090	PRJNA356769	SAMN06126735	Metagenome or environmental	18670451	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415340	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160603188_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160603188_3_18S	160603188_3_18S	SRP094940	2016-12-12T10:08:00Z	1
SRR5098553	AMPLICON	545	3570840	PRJNA356769	SAMN06126709	Metagenome or environmental	1766535	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415341	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160380657_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160380657_2_18S	160380657_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098554	AMPLICON	600	5052000	PRJNA356769	SAMN06126769	Metagenome or environmental	2702337	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415342	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160967330_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160967330_2_ITS2	160967330_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098555	AMPLICON	500	22410000	PRJNA356769	SAMN06126782	Metagenome or environmental	10482220	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"s3.us-east-1,ncbi.public,gs.US"	SRX2415343	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161230322_2_ITS2-00000000-AGCWJ.Ayvaz.p255	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161230322_2_ITS2	161230322_2_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098556	AMPLICON	600	876600	PRJNA356769	SAMN06126883	Metagenome or environmental	487976	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,fastq,run.zq"	"s3,gs,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415344	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	630023501_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	630023501_1_ITS2	630023501_1_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098557	AMPLICON	600	12535800	PRJNA356769	SAMN06126742	Metagenome or environmental	6294453	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415345	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160704339_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160704339_1_ITS2	160704339_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098558	AMPLICON	600	16393800	PRJNA356769	SAMN06126579	Metagenome or environmental	8235610	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415346	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	158499257_2_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	158499257_2_ITS2	158499257_2_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098559	AMPLICON	600	34718400	PRJNA356769	SAMN06126830	Metagenome or environmental	17333799	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415347	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	288054731_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	288054731_1_ITS2	288054731_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098560	AMPLICON	600	37782000	PRJNA356769	SAMN06126809	Metagenome or environmental	18784416	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415348	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	161554003_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	161554003_1_ITS2	161554003_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098561	AMPLICON	600	10632600	PRJNA356769	SAMN06126621	Metagenome or environmental	5719675	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"s3,ncbi,gs"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415349	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159227541_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159227541_3_ITS2	159227541_3_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098562	AMPLICON	545	2854710	PRJNA356769	SAMN06126680	Metagenome or environmental	1397191	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,sra,fastq"	"gs,s3,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415350	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160056975_2_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160056975_2_18S	160056975_2_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098563	AMPLICON	545	3491815	PRJNA356769	SAMN06126888	Metagenome or environmental	1721690	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,gs,ncbi"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415351	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	650853796_1_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	650853796_1_18S	650853796_1_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098564	AMPLICON	600	46515000	PRJNA356769	SAMN06126918	Metagenome or environmental	23213026	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,ncbi,gs"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415352	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	840279516_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	840279516_1_ITS2	840279516_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098565	AMPLICON	600	26767800	PRJNA356769	SAMN06126612	Metagenome or environmental	13283602	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"s3,ncbi,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415353	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159166850_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159166850_1_ITS2	159166850_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098566	AMPLICON	600	31578000	PRJNA356769	SAMN06126879	Metagenome or environmental	16783555	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"gs,ncbi,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415354	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	604812005_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	604812005_1_ITS2	604812005_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098567	AMPLICON	545	438725	PRJNA356769	SAMN06126752	Metagenome or environmental	288193	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"sra,run.zq,fastq"	"gs,ncbi,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415355	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160845950_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160845950_3_18S	160845950_3_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098568	AMPLICON	600	23511600	PRJNA356769	SAMN06126679	Metagenome or environmental	12072250	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"fastq,run.zq,sra"	"ncbi,gs,s3"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415356	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160056975_1_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160056975_1_ITS2	160056975_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098569	AMPLICON	600	21177000	PRJNA356769	SAMN06126928	Metagenome or environmental	10035828	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,fastq,sra"	"ncbi,gs,s3"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415357	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	892969023_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	892969023_1_ITS2	892969023_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098570	AMPLICON	545	6704045	PRJNA356769	SAMN06126924	Metagenome or environmental	3294644	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"run.zq,fastq,sra"	"gs,ncbi,s3"	"gs.US,s3.us-east-1,ncbi.public"	SRX2415358	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	866653606_3_18S.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	866653606_3_18S	866653606_3_18S	SRP094940	2016-12-12T10:07:00Z	1
SRR5098571	AMPLICON	600	30295200	PRJNA356769	SAMN06126684	Metagenome or environmental	14337715	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"run.zq,sra,fastq"	"ncbi,gs,s3"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415359	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	160097436_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	160097436_1_ITS2	160097436_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098572	AMPLICON	600	1654800	PRJNA356769	SAMN06126836	Metagenome or environmental	927623	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"gs,s3,ncbi"	"s3.us-east-1,gs.US,ncbi.public"	SRX2415360	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	336497421_2_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	336497421_2_ITS2	336497421_2_ITS2	SRP094940	2016-12-12T10:07:00Z	1
SRR5098573	AMPLICON	600	13635000	PRJNA356769	SAMN06126649	Metagenome or environmental	7278996	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2010	public	"fastq,run.zq,sra"	"ncbi,s3,gs"	"ncbi.public,gs.US,s3.us-east-1"	SRX2415361	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	159510762_3_ITS2-00000000-APKA1.Ayvaz	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	159510762_3_ITS2	159510762_3_ITS2	SRP094940	2016-12-12T10:08:00Z	1
SRR5098574	AMPLICON	600	16337400	PRJNA356769	SAMN06126813	Metagenome or environmental	8204566	ALKEK CENTER FOR METAGENOMICS AND MICROBIOME RESEARCH	2009	public	"sra,run.zq,fastq"	"s3,gs,ncbi"	"gs.US,ncbi.public,s3.us-east-1"	SRX2415362	USA	North America	"USA: Houston\, Texas"	Homo sapiens	Illumina MiSeq	29.7104 N 95.3962 W	206906765_1_ITS2-00000000-AGBB2.Ayvaz.p240	PAIRED	PCR	METAGENOMIC	human gut metagenome	ILLUMINA	2017-12-04T00:00:00Z	206906765_1_ITS2	206906765_1_ITS2	SRP094940	2016-12-12T10:08:00Z	1
